rating_ID,rating,customer_ID,title_ID
4356,4,23582,568793
4357,4,23563,568834
4358,4,23358,569279
4359,5,23247,567994
4360,1,23194,570140
4361,2,23319,567827
4362,5,23375,567734
4363,4,23227,569729
4364,2,23610,570465
4365,5,23558,570698
4366,3,23577,569837
4367,1,23309,570485
4368,1,23226,569533
4369,1,23580,568431
4370,3,23377,569325
4371,1,23220,568750
4372,4,23353,570227
4373,3,23114,568331
4374,2,23383,567984
4375,1,23429,570399
4376,2,23229,568072
4377,5,23533,569503
4378,2,23281,569365
4379,4,23421,570243
4380,1,23326,570512
4381,5,23409,568069
4382,2,23558,568533
4383,2,23437,570608
4384,4,23510,568483
4385,4,23448,570021
4386,1,23634,568520
4387,5,23531,569423
4388,2,23598,568184
4389,2,23151,568541
4390,3,23234,569314
4391,4,23449,568599
4392,5,23238,567821
4393,4,23563,569757
4394,4,23351,567829
4395,4,23301,570731
4396,4,23400,569451
4397,4,23399,570032
4398,3,23475,568757
4399,2,23118,570607
4400,3,23152,569619
4401,3,23394,568360
4402,3,23531,569184
4403,4,23365,569461
4404,2,23488,570590
4405,4,23264,567841
4406,4,23241,570862
4407,5,23683,568415
4408,4,23405,570504
4409,5,23192,570461
4410,2,23489,569250
4411,1,23162,568341
4412,4,23216,567792
4413,3,23475,569615
4414,3,23264,570529
4415,3,23691,569633
4416,4,23129,567854
4417,1,23353,569857
4418,5,23127,570488
4419,4,23200,570707
4420,5,23606,567953
4421,1,23531,569590
4422,5,23527,570520
4423,4,23216,568571
4424,2,23595,567904
4425,1,23503,570221
4426,2,23345,568970
4427,1,23234,569457
4428,5,23692,568955
4429,1,23361,569253
4430,4,23480,567883
4431,4,23677,569118
4432,1,23471,568321
4433,2,23388,569880
4434,5,23354,569640
4435,4,23513,570843
4436,2,23690,570222
4437,3,23697,569609
4438,5,23481,569123
4439,1,23228,570088
4440,2,23231,570850
4441,1,23107,569656
4442,3,23601,570391
4443,2,23206,568046
4444,5,23419,569810
4445,1,23411,569614
4446,1,23146,570347
4447,3,23253,569998
4448,4,23349,569016
4449,5,23336,569300
4450,2,23304,570146
4451,1,23560,570831
4452,5,23449,570423
4453,4,23108,570779
4454,5,23301,568836
4455,2,23362,570048
4456,1,23442,568057
4457,3,23435,570729
4458,3,23123,568215
4459,4,23519,570808
4460,2,23493,569125
4461,1,23523,570138
4462,1,23481,569162
4463,5,23117,567797
4464,3,23518,569681
4465,5,23672,567910
4466,1,23197,568501
4467,4,23674,567755
4468,3,23319,569561
4469,5,23532,568099
4470,5,23362,567843
4471,5,23254,568839
4472,1,23465,569275
4473,1,23630,568370
4474,5,23519,569942
4475,3,23247,569392
4476,5,23490,568030
4477,3,23551,568715
4478,2,23210,570173
4479,5,23178,567689
4480,1,23609,570456
4481,3,23505,568251
4482,2,23590,568356
4483,5,23131,569188
4484,2,23609,569213
4485,5,23536,568229
4486,3,23150,569110
4487,5,23601,567830
4488,3,23670,569659
4489,4,23321,567973
4490,1,23275,568699
4491,2,23202,568050
4492,5,23128,568322
4493,3,23684,567697
4494,2,23178,567797
4495,3,23106,569632
4496,5,23615,569251
4497,4,23224,569196
4498,3,23294,569944
4499,5,23188,570409
4500,2,23375,570109
4501,3,23285,569851
4502,1,23423,570336
4503,4,23427,568192
4504,2,23425,567951
4505,4,23574,568156
4506,5,23526,570405
4507,5,23652,568343
4508,3,23679,569092
4509,3,23218,569924
4510,3,23439,569093
4511,5,23334,569904
4512,1,23478,567956
4513,5,23241,569379
4514,3,23374,570291
4515,3,23619,569010
4516,2,23147,568591
4517,1,23470,568817
4518,5,23470,569438
4519,4,23158,568914
4520,1,23608,570054
4521,2,23115,570488
4522,2,23268,570104
4523,1,23156,569586
4524,1,23407,570841
4525,3,23457,569543
4526,3,23570,568496
4527,3,23502,568034
4528,5,23530,570504
4529,3,23554,570821
4530,4,23500,570534
4531,4,23173,570584
4532,1,23114,569541
4533,1,23326,570014
4534,3,23255,569062
4535,2,23218,569103
4536,3,23644,570799
4537,3,23322,570479
4538,1,23409,568853
4539,3,23272,569067
4540,2,23467,568810
4541,5,23339,568551
4542,5,23406,569771
4543,4,23402,570182
4544,5,23521,570102
4545,2,23503,567703
4546,4,23351,568901
4547,1,23166,570751
4548,5,23642,570749
4549,2,23341,569815
4550,3,23700,569564
4551,2,23492,570259
4552,2,23104,568431
4553,3,23454,569264
4554,4,23451,567890
4555,4,23253,568268
4556,4,23641,569091
4557,1,23275,569161
4558,1,23357,568963
4559,3,23121,568894
4560,4,23623,569590
4561,1,23109,569923
4562,2,23478,569042
4563,4,23520,569462
4564,5,23149,568286
4565,2,23556,568086
4566,3,23473,570732
4567,5,23301,568705
4568,1,23678,567937
4569,2,23330,569714
4570,1,23692,570509
4571,4,23420,568269
4572,4,23463,570608
4573,3,23696,567935
4574,5,23212,569955
4575,4,23455,570062
4576,1,23400,568205
4577,3,23317,568865
4578,3,23224,568819
4579,2,23481,568683
4580,2,23545,568184
4581,1,23378,568008
4582,4,23208,568468
4583,1,23279,569321
4584,1,23600,569443
4585,1,23633,569149
4586,4,23594,569777
4587,4,23381,569034
4588,4,23228,570404
4589,2,23349,569268
4590,3,23407,568412
4591,3,23147,569983
4592,3,23124,568101
4593,5,23670,569685
4594,1,23423,568180
4595,5,23546,569467
4596,5,23201,569034
4597,5,23166,568055
4598,1,23394,570015
4599,4,23647,568161
4600,4,23683,569268
4601,5,23564,569903
4602,3,23338,568537
4603,5,23470,568899
4604,5,23122,570116
4605,4,23182,570088
4606,2,23406,570383
4607,2,23112,570374
4608,5,23683,568782
4609,1,23417,569235
4610,3,23328,569626
4611,1,23386,568048
4612,2,23565,569910
4613,3,23304,569589
4614,3,23556,570319
4615,1,23152,568489
4616,2,23408,570553
4617,4,23567,568018
4618,2,23241,568426
4619,2,23412,567827
4620,1,23646,569215
4621,1,23357,569289
4622,4,23252,567818
4623,3,23512,570610
4624,3,23437,567890
4625,4,23496,570749
4626,2,23448,567738
4627,2,23479,570076
4628,2,23302,570394
4629,5,23455,569999
4630,1,23570,568946
4631,1,23255,567706
4632,2,23699,570629
4633,3,23234,567829
4634,5,23268,568193
4635,1,23629,568252
4636,1,23322,568186
4637,3,23381,569807
4638,2,23666,569283
4639,1,23147,569528
4640,3,23600,567829
4641,2,23694,568123
4642,2,23181,567841
4643,2,23555,569163
4644,1,23406,567973
4645,1,23436,568595
4646,5,23682,568616
4647,4,23459,568477
4648,3,23227,570669
4649,3,23285,569888
4650,2,23137,568441
4651,5,23266,570419
4652,4,23417,568031
4653,5,23256,568867
4654,3,23416,568680
4655,3,23139,570531
4656,5,23694,569587
4657,3,23279,569197
4658,1,23668,568528
4659,5,23263,568409
4660,4,23359,570598
4661,5,23453,569286
4662,5,23643,569515
4663,3,23543,569078
4664,2,23208,570592
4665,5,23314,570505
4666,4,23238,570419
4667,3,23451,570058
4668,1,23185,570816
4669,3,23627,568442
4670,4,23294,569315
4671,1,23371,568778
4672,4,23477,567829
4673,1,23280,567790
4674,2,23378,568786
4675,4,23381,570216
4676,1,23618,568010
4677,4,23665,568513
4678,1,23498,570107
4679,5,23418,570570
4680,2,23277,569667
4681,4,23504,569730
4682,3,23206,569317
4683,5,23445,568315
4684,3,23665,569218
4685,3,23128,568675
4686,4,23474,568166
4687,4,23234,570237
4688,3,23422,569842
4689,3,23114,569103
4690,2,23275,569105
4691,4,23138,569955
4692,3,23248,568890
4693,5,23538,570724
4694,4,23485,568087
4695,5,23673,568612
4696,4,23563,569129
4697,5,23653,570633
4698,5,23373,570057
4699,3,23348,569373
4700,1,23195,569418
4701,2,23677,569157
4702,4,23577,570084
4703,2,23599,569920
4704,3,23649,568687
4705,2,23574,568630
4706,1,23123,570424
4707,3,23560,568050
4708,2,23439,569494
4709,3,23261,568048
4710,5,23229,570556
4711,2,23538,569828
4712,3,23287,570392
4713,4,23172,569537
4714,5,23590,569784
4715,2,23108,569887
4716,2,23485,569832
4717,1,23402,569238
4718,1,23389,569660
4719,1,23275,570728
4720,1,23453,567894
4721,3,23106,568861
4722,4,23537,569539
4723,3,23623,569319
4724,1,23110,568883
4725,5,23604,568250
4726,3,23439,570189
4727,5,23601,568916
4728,3,23116,568435
4729,3,23558,568517
4730,2,23645,570403
4731,3,23205,568662
4732,4,23206,569429
4733,5,23352,569528
4734,4,23310,568791
4735,4,23469,569043
4736,1,23334,569335
4737,5,23660,569517
4738,3,23167,568348
4739,2,23362,570230
4740,5,23668,569527
4741,4,23401,568465
4742,3,23552,568979
4743,4,23262,567798
4744,5,23271,568441
4745,3,23235,568134
4746,5,23688,567832
4747,5,23545,569575
4748,2,23521,568328
4749,3,23413,568235
4750,3,23568,569050
4751,3,23357,568062
4752,1,23141,569513
4753,2,23553,569060
4754,4,23697,570802
4755,5,23321,569206
4756,2,23312,570046
4757,5,23574,569943
4758,2,23261,569777
4759,2,23579,568338
4760,3,23614,568763
4761,3,23455,570343
4762,4,23384,569850
4763,1,23686,570545
4764,2,23405,570605
4765,4,23134,569025
4766,1,23554,570015
4767,4,23477,567706
4768,3,23333,569221
4769,4,23670,568855
4770,3,23538,569675
4771,3,23347,570067
4772,4,23300,570529
4773,2,23159,569016
4774,4,23422,570850
4775,3,23574,568694
4776,4,23171,570862
4777,1,23111,570046
4778,1,23505,569860
4779,2,23337,569750
4780,4,23219,568247
4781,2,23268,570791
4782,4,23112,568798
4783,2,23382,570185
4784,2,23468,570496
4785,2,23142,568373
4786,4,23569,569176
4787,1,23429,568722
4788,4,23555,570314
4789,5,23143,567888
4790,4,23668,569404
4791,3,23588,569630
4792,5,23115,568229
4793,3,23134,569663
4794,5,23306,567852
4795,4,23358,569367
4796,2,23334,568911
4797,4,23133,567807
4798,3,23413,569372
4799,2,23443,570840
4800,2,23420,570265
4801,1,23277,569345
4802,4,23213,570549
4803,3,23415,567917
4804,3,23584,570211
4805,1,23564,569998
4806,3,23514,568878
4807,4,23126,569588
4808,1,23137,570528
4809,1,23245,568491
4810,4,23283,570787
4811,5,23437,569670
4812,3,23173,568556
4813,2,23555,570425
4814,1,23694,570539
4815,1,23371,568815
4816,2,23440,568826
4817,4,23608,569378
4818,1,23104,568679
4819,4,23554,570765
4820,2,23699,570546
4821,3,23211,569933
4822,4,23408,568121
4823,3,23274,570790
4824,5,23418,568781
4825,1,23699,568695
4826,2,23353,570472
4827,4,23626,567736
4828,2,23354,568896
4829,5,23338,568453
4830,1,23300,568836
4831,1,23613,570569
4832,1,23165,569605
4833,3,23505,569480
4834,2,23660,569465
4835,5,23105,568283
4836,4,23246,568603
4837,4,23627,569416
4838,4,23136,569756
4839,4,23235,569732
4840,4,23396,567718
4841,5,23369,568181
4842,5,23611,569614
4843,5,23527,570779
4844,3,23384,569483
4845,3,23428,568656
4846,4,23469,570564
4847,5,23691,568746
4848,2,23432,568523
4849,2,23685,569339
4850,4,23634,567822
4851,3,23355,569858
4852,2,23416,570523
4853,3,23238,569476
4854,4,23118,568219
4855,2,23391,568931
4856,1,23383,570301
4857,3,23607,569772
4858,1,23366,568001
4859,3,23118,569508
4860,1,23107,569688
4861,1,23612,569174
4862,1,23617,570480
4863,5,23329,570482
4864,3,23119,569813
4865,5,23640,569032
4866,5,23584,568058
4867,4,23613,570079
4868,2,23607,569926
4869,2,23671,568353
4870,5,23240,568079
4871,5,23293,569182
4872,2,23683,567756
4873,2,23403,569707
4874,2,23329,568702
4875,3,23185,568152
4876,4,23672,569811
4877,3,23513,568074
4878,3,23123,567928
4879,2,23593,569086
4880,3,23217,570668
4881,4,23607,569283
4882,1,23429,567886
4883,3,23554,570519
4884,2,23484,569775
4885,2,23250,568340
4886,1,23547,570759
4887,3,23210,569284
4888,2,23151,570421
4889,1,23221,567807
4890,3,23125,569116
4891,3,23514,570046
4892,1,23195,570323
4893,3,23420,569238
4894,5,23362,568806
4895,1,23427,569210
4896,3,23463,570145
4897,5,23155,568379
4898,4,23390,570093
4899,3,23344,569350
4900,2,23192,569668
4901,2,23501,568809
4902,4,23640,568485
4903,2,23247,567983
4904,2,23545,568003
4905,5,23571,567715
4906,3,23635,570829
4907,5,23471,570090
4908,1,23160,567972
4909,2,23143,569056
4910,2,23138,568597
4911,1,23503,569443
4912,5,23231,568266
4913,3,23598,568855
4914,4,23644,569974
4915,4,23121,567976
4916,3,23547,568300
4917,5,23442,569133
4918,3,23641,568274
4919,3,23605,570369
4920,1,23507,567844
4921,2,23112,569044
4922,4,23547,569839
4923,1,23679,569499
4924,1,23263,570858
4925,4,23223,570667
4926,3,23126,568159
4927,4,23701,567781
4928,4,23466,570364
4929,5,23547,568103
4930,2,23159,568053
4931,5,23321,569819
4932,1,23148,567748
4933,2,23234,567875
4934,4,23277,570608
4935,2,23549,568227
4936,3,23188,569054
4937,4,23288,568171
4938,2,23632,569087
4939,5,23223,568483
4940,3,23291,568272
4941,2,23571,567978
4942,1,23502,570203
4943,1,23154,569670
4944,3,23168,568285
4945,2,23347,568517
4946,3,23213,568765
4947,3,23196,570735
4948,1,23152,568721
4949,1,23229,569949
4950,5,23654,569319
4951,1,23618,569872
4952,2,23509,570688
4953,2,23191,569074
4954,1,23595,569629
4955,4,23134,567923
4956,3,23245,570268
4957,3,23473,568020
4958,1,23626,570837
4959,3,23156,569195
4960,1,23171,570699
4961,3,23141,567913
4962,2,23107,569302
4963,3,23179,567901
4964,3,23418,568154
4965,4,23494,569491
4966,3,23564,567868
4967,5,23290,570068
4968,1,23599,568627
4969,2,23180,570230
4970,5,23587,570175
4971,5,23619,568592
4972,1,23265,569188
4973,4,23166,570447
4974,1,23249,569080
4975,3,23499,567772
4976,2,23456,568910
4977,2,23143,568068
4978,4,23678,569648
4979,2,23286,568130
4980,1,23696,570324
4981,3,23681,569279
4982,2,23188,568786
4983,3,23161,568589
4984,5,23229,567693
4985,2,23561,569604
4986,2,23348,568521
4987,3,23423,569087
4988,5,23339,568319
4989,4,23264,570061
4990,1,23411,569318
4991,2,23319,568076
4992,3,23487,569191
4993,2,23118,570389
4994,3,23132,568090
4995,3,23296,569766
4996,2,23161,568633
4997,2,23558,570660
4998,1,23384,569630
4999,5,23444,568334
5000,4,23342,570390
5001,5,23569,569604
5002,4,23440,568675
5003,3,23161,568554
5004,1,23584,569949
5005,4,23366,568904
5006,2,23667,567911
5007,3,23546,568924
5008,5,23175,570526
5009,1,23464,568202
5010,3,23506,570512
5011,2,23591,569007
5012,3,23106,569397
5013,1,23332,569856
5014,1,23636,568769
5015,2,23371,568320
5016,1,23179,569187
5017,5,23483,567695
5018,4,23151,568730
5019,1,23327,570175
5020,1,23564,569870
5021,1,23645,569030
5022,5,23666,569544
5023,3,23594,569476
5024,3,23535,570056
5025,2,23241,568196
5026,5,23459,568748
5027,4,23696,570742
5028,5,23649,568937
5029,1,23282,569694
5030,4,23300,568355
5031,2,23408,567879
5032,1,23576,567855
5033,3,23136,568420
5034,2,23632,569698
5035,4,23564,569799
5036,4,23364,569830
5037,3,23564,569946
5038,3,23307,570664
5039,1,23246,570022
5040,3,23518,568842
5041,2,23544,567873
5042,1,23161,568449
5043,4,23179,567953
5044,2,23289,569567
5045,5,23237,570313
5046,4,23619,567749
5047,4,23195,570715
5048,5,23376,568104
5049,1,23517,568107
5050,1,23166,570591
5051,3,23363,569178
5052,1,23236,568752
5053,5,23510,569302
5054,2,23379,568671
5055,5,23586,570507
5056,2,23317,569487
5057,5,23251,569201
5058,2,23583,568122
5059,5,23686,569764
5060,5,23291,569045
5061,4,23124,570196
5062,5,23552,567733
5063,3,23195,568296
5064,2,23433,569318
5065,3,23391,568049
5066,4,23179,569122
5067,4,23309,568580
5068,3,23126,569597
5069,3,23141,568595
5070,4,23692,567807
5071,5,23349,569908
5072,5,23396,568329
5073,2,23693,569907
5074,5,23175,569142
5075,3,23405,569171
5076,3,23644,570266
5077,2,23630,569320
5078,3,23103,568052
5079,1,23695,567731
5080,1,23414,568593
5081,3,23619,567965
5082,1,23424,568219
5083,3,23126,569265
5084,5,23397,570247
5085,2,23150,569929
5086,1,23678,569824
5087,1,23512,569017
5088,1,23606,569071
5089,4,23678,568480
5090,2,23447,570186
5091,5,23300,569049
5092,2,23188,570830
5093,1,23298,569601
5094,5,23386,570440
5095,2,23304,569576
5096,2,23220,570317
5097,4,23277,568455
5098,5,23271,568121
5099,5,23643,569450
5100,2,23692,569175
5101,3,23428,568186
5102,3,23666,569448
5103,4,23686,569915
5104,3,23280,568055
5105,5,23317,568686
5106,2,23284,570353
5107,4,23523,570072
5108,5,23676,568604
5109,1,23253,569072
5110,1,23428,568679
5111,1,23470,569151
5112,2,23584,568555
5113,2,23698,569080
5114,3,23428,570102
5115,4,23605,567845
5116,1,23649,568737
5117,5,23313,570293
5118,4,23663,569258
5119,1,23458,569297
5120,1,23637,568247
5121,3,23448,568234
5122,4,23407,567876
5123,4,23364,569610
5124,2,23428,570555
5125,1,23351,570009
5126,2,23696,569742
5127,2,23445,570732
5128,4,23360,569614
5129,5,23453,569222
5130,4,23558,569702
5131,5,23475,568072
5132,4,23504,569650
5133,5,23649,570528
5134,3,23140,569934
5135,3,23244,569249
5136,4,23406,567836
5137,4,23462,568705
5138,4,23340,567925
5139,4,23327,568541
5140,2,23230,570022
5141,2,23544,568072
5142,5,23191,570247
5143,5,23138,569890
5144,3,23446,567943
5145,5,23184,568435
5146,2,23609,569620
5147,4,23127,568830
5148,4,23241,570785
5149,3,23429,568502
5150,5,23290,569442
5151,4,23108,568061
5152,5,23605,567694
5153,3,23229,570393
5154,3,23213,568315
5155,5,23665,569111
